cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,Marketability,External,Potential,gender_Female,gender_Male,branch_CE,branch_CSE,branch_ECE,branch_IT,branch_ME,part_time_job,internet_access,family_income_level,extracurricular_involvement,city_tier,placement_status
9.26,78.6,87.6,0.0,4.7,73.1,7.0,3.0,5.0,5.0,5.0,6.0,2.0,4.0,10.0,8.004000000000001,5.200000000000001,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
7.9,67.7,71.2,0.0,4.5,76.8,0.0,2.0,1.0,2.0,4.0,2.0,0.0,7.1,6.0,4.16,1.6,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
6.69,61.1,63.0,0.0,4.1,82.8,5.0,1.0,3.0,3.0,2.0,3.0,3.0,6.9,9.0,5.176,3.0000000000000004,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1
8.01,74.0,79.6,1.0,8.0,91.7,3.0,1.0,2.0,4.0,3.0,1.0,0.0,6.5,10.0,4.904,0.8,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0
7.4,70.4,74.5,0.0,3.6,73.9,8.0,2.0,5.0,4.0,3.0,4.0,6.0,6.4,1.0,7.16,4.4,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1
8.0,73.6,72.0,0.0,4.0,72.8,3.0,1.0,2.0,1.0,4.0,3.0,1.0,6.1,8.0,4.9,2.6000000000000005,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0
6.79,63.1,69.9,0.0,1.8,70.4,6.0,1.0,4.0,1.0,4.0,4.0,0.0,7.2,7.0,5.816000000000001,3.2,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
8.19,67.3,67.8,0.0,4.6,71.0,5.0,1.0,3.0,1.0,4.0,6.0,4.0,7.7,7.0,5.776,5.6000000000000005,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1
8.62,76.7,75.4,0.0,1.4,54.1,7.0,2.0,4.0,4.0,4.0,4.0,3.0,7.6,4.0,7.048,3.8000000000000003,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1
9.15,74.7,68.7,1.0,4.8,66.9,4.0,2.0,4.0,2.0,4.0,5.0,3.0,5.5,9.0,6.659999999999999,4.6,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1
7.09,64.5,69.4,1.0,6.3,68.5,8.0,3.0,5.0,4.0,4.0,6.0,1.0,6.5,6.0,7.336,5.000000000000001,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
7.67,73.5,72.5,0.0,2.7,66.7,5.0,1.0,4.0,4.0,3.0,5.0,3.0,5.3,10.0,5.968,4.6,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
9.54,84.0,75.4,0.0,7.9,79.5,8.0,4.0,5.0,3.0,5.0,6.0,0.0,7.7,8.0,8.616,4.800000000000001,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.23,70.2,69.3,0.0,4.1,75.7,6.0,2.0,4.0,4.0,4.0,4.0,4.0,8.3,2.0,6.692,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
7.39,56.4,56.7,0.0,3.6,74.9,8.0,3.0,4.0,5.0,5.0,5.0,3.0,6.9,10.0,7.055999999999999,4.6,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1
8.45,74.7,81.0,1.0,5.2,83.5,8.0,1.0,4.0,4.0,4.0,3.0,2.0,6.4,10.0,6.880000000000001,2.8000000000000003,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
9.27,75.8,72.2,0.0,3.8,72.1,7.0,3.0,5.0,4.0,5.0,5.0,4.0,8.0,3.0,8.008000000000001,4.8,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1
10.0,88.1,87.2,0.0,5.2,77.2,7.0,2.0,5.0,4.0,5.0,6.0,4.0,8.1,5.0,8.0,5.6000000000000005,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
8.43,80.3,70.8,0.0,3.7,70.2,8.0,2.0,5.0,1.0,4.0,6.0,4.0,8.0,3.0,7.571999999999999,5.6000000000000005,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1
8.35,76.3,75.9,0.0,5.5,80.5,4.0,2.0,2.0,4.0,4.0,3.0,3.0,6.7,2.0,5.539999999999999,3.0000000000000004,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1
8.86,84.2,84.8,0.0,7.5,93.8,8.0,4.0,5.0,1.0,5.0,5.0,3.0,5.9,4.0,8.344000000000001,4.6,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1
5.9,50.4,56.0,1.0,1.1,57.6,7.0,0.0,5.0,1.0,2.0,5.0,1.0,9.0,4.0,5.760000000000001,4.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0
7.54,59.3,67.8,0.0,5.0,75.7,4.0,0.0,4.0,5.0,4.0,4.0,7.0,7.3,10.0,5.4159999999999995,4.6000000000000005,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1
8.91,81.6,81.1,0.0,3.0,71.8,7.0,3.0,5.0,4.0,5.0,5.0,4.0,7.2,5.0,7.864000000000001,4.8,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
8.52,74.0,84.4,0.0,2.0,62.8,5.0,4.0,4.0,4.0,4.0,4.0,3.0,7.1,2.0,7.208,3.8000000000000003,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
5.44,52.0,51.5,0.0,2.5,71.9,3.0,1.0,2.0,2.0,2.0,1.0,0.0,8.7,8.0,3.876,0.8,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
10.0,99.9,85.1,0.0,7.1,78.1,6.0,4.0,4.0,1.0,5.0,3.0,2.0,7.4,6.0,8.0,2.8000000000000003,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
8.21,72.6,71.3,0.0,3.3,58.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,6.2,5.0,4.884000000000001,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
6.09,57.7,51.1,2.0,3.0,62.4,5.0,0.0,3.0,4.0,2.0,2.0,3.0,7.8,9.0,4.636,2.2,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
7.8,68.4,66.6,1.0,5.9,76.5,7.0,1.0,3.0,3.0,4.0,5.0,4.0,6.0,9.0,6.0200000000000005,4.8,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1
7.04,66.4,66.1,0.0,0.6,57.9,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.7,10.0,4.816000000000001,2.8000000000000003,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1
8.68,78.5,78.7,0.0,3.9,69.6,4.0,2.0,3.0,3.0,4.0,3.0,3.0,6.2,7.0,6.072,3.0000000000000004,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1
7.61,67.3,62.9,1.0,3.1,64.5,7.0,1.0,4.0,5.0,4.0,3.0,4.0,7.2,3.0,6.344,3.2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
7.31,63.5,69.7,0.0,4.2,68.1,3.0,1.0,2.0,4.0,3.0,2.0,3.0,7.9,6.0,4.6240000000000006,2.2,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
6.0,65.3,50.0,0.0,0.0,61.8,3.0,1.0,2.0,5.0,3.0,2.0,3.0,7.8,8.0,4.1,2.2,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.59,73.4,72.0,3.0,5.7,76.6,3.0,2.0,3.0,5.0,4.0,5.0,1.0,6.9,3.0,5.436,4.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
7.66,66.0,66.8,0.0,7.3,88.1,5.0,2.0,3.0,2.0,4.0,2.0,1.0,8.3,10.0,5.864,1.8,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5.95,59.5,50.0,0.0,1.4,68.7,6.0,0.0,5.0,1.0,3.0,4.0,3.0,4.7,5.0,5.580000000000001,3.8000000000000003,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1
8.41,76.9,74.8,0.0,6.0,83.7,6.0,1.0,5.0,2.0,4.0,5.0,3.0,5.6,10.0,6.864000000000001,4.6,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
8.12,81.1,70.7,1.0,4.0,60.9,7.0,1.0,4.0,1.0,5.0,2.0,2.0,4.8,10.0,6.548,2.0,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1
8.41,65.6,77.6,1.0,5.1,74.1,5.0,3.0,3.0,4.0,4.0,4.0,0.0,5.7,5.0,6.464,3.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1
8.42,86.9,75.5,0.0,4.7,73.6,8.0,2.0,5.0,4.0,4.0,5.0,2.0,6.0,4.0,7.568,4.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1
8.75,78.5,76.2,0.0,4.5,66.8,8.0,2.0,5.0,3.0,4.0,6.0,3.0,7.2,5.0,7.699999999999999,5.4,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1
10.0,88.2,74.0,0.0,2.1,72.7,7.0,2.0,4.0,4.0,5.0,5.0,1.0,7.8,10.0,7.6,4.2,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
8.03,74.6,70.1,1.0,5.6,90.3,1.0,1.0,1.0,3.0,4.0,0.0,1.0,5.7,4.0,4.111999999999999,0.2,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
7.48,64.0,75.0,0.0,2.1,64.7,5.0,1.0,3.0,4.0,4.0,2.0,0.0,8.1,9.0,5.492,1.6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
7.92,78.1,62.9,0.0,3.9,77.1,3.0,2.0,3.0,3.0,4.0,3.0,1.0,7.5,3.0,5.568,2.6000000000000005,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1
8.02,74.4,74.4,1.0,3.8,68.0,6.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,5.0,6.608,4.2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.29,73.0,63.0,1.0,5.4,73.3,8.0,1.0,5.0,5.0,4.0,4.0,2.0,5.2,4.0,6.816000000000001,3.6,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.99,72.9,72.5,0.0,4.4,77.7,5.0,2.0,4.0,1.0,5.0,5.0,2.0,5.2,6.0,6.396,4.4,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
9.28,83.4,86.5,1.0,6.4,79.3,8.0,3.0,5.0,3.0,5.0,6.0,4.0,9.0,8.0,8.212,5.6000000000000005,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
7.84,68.1,70.3,0.0,5.4,72.5,7.0,1.0,4.0,3.0,4.0,3.0,3.0,8.1,8.0,6.436000000000001,3.0000000000000004,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
6.62,58.8,58.6,1.0,4.7,78.9,6.0,1.0,5.0,5.0,4.0,4.0,7.0,7.8,4.0,6.148,4.6000000000000005,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
7.96,76.5,70.6,0.0,0.0,53.1,5.0,1.0,5.0,3.0,4.0,4.0,1.0,7.1,4.0,6.484,3.4000000000000004,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
8.38,74.6,71.4,0.0,7.6,84.1,4.0,4.0,3.0,1.0,4.0,2.0,1.0,6.9,9.0,6.5520000000000005,1.8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1
8.62,69.1,78.1,0.0,3.1,63.6,7.0,3.0,5.0,1.0,4.0,4.0,3.0,7.8,3.0,7.748000000000001,3.8000000000000003,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
7.02,61.3,58.7,0.0,2.7,62.2,3.0,2.0,3.0,4.0,3.0,1.0,2.0,6.9,3.0,5.208,1.2000000000000002,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
8.5,70.6,72.9,1.0,5.6,69.8,6.0,4.0,4.0,5.0,4.0,5.0,3.0,7.2,6.0,7.4,4.6,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1
5.81,51.6,53.8,0.0,2.6,71.9,3.0,0.0,2.0,3.0,3.0,3.0,2.0,8.2,5.0,3.7239999999999998,2.8000000000000003,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
9.27,76.4,79.3,0.0,4.5,68.5,7.0,4.0,5.0,2.0,5.0,5.0,4.0,6.6,8.0,8.308,4.8,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
8.04,69.7,66.1,0.0,3.5,73.3,7.0,1.0,4.0,5.0,4.0,5.0,1.0,7.9,10.0,6.516,4.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1
8.86,73.0,78.7,0.0,4.9,71.3,7.0,1.0,5.0,5.0,4.0,5.0,5.0,6.7,1.0,7.244000000000001,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1
7.57,65.2,68.1,1.0,5.3,85.9,7.0,1.0,5.0,3.0,3.0,5.0,5.0,5.9,8.0,6.728000000000001,5.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
9.35,76.5,76.6,0.0,10.0,88.2,7.0,2.0,4.0,1.0,5.0,4.0,2.0,7.4,9.0,7.34,3.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
6.54,58.9,55.1,1.0,2.8,66.5,6.0,0.0,4.0,1.0,5.0,3.0,2.0,5.5,10.0,5.416,2.8000000000000003,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0
8.4,70.0,72.2,0.0,8.1,84.3,1.0,4.0,2.0,4.0,4.0,2.0,1.0,8.8,2.0,5.5600000000000005,1.8,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
7.66,65.3,72.6,1.0,4.9,73.6,1.0,1.0,1.0,4.0,4.0,0.0,3.0,4.6,10.0,3.964,0.6000000000000001,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
7.19,68.6,56.0,0.0,6.9,82.6,2.0,3.0,3.0,3.0,4.0,4.0,3.0,7.5,6.0,5.376000000000001,3.8000000000000003,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
8.61,72.8,80.1,1.0,3.0,67.7,6.0,3.0,5.0,4.0,4.0,6.0,1.0,7.7,6.0,7.544,5.000000000000001,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.56,65.0,62.4,1.0,5.0,71.1,8.0,2.0,5.0,5.0,3.0,4.0,0.0,5.6,8.0,7.224,3.2,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
8.81,75.4,78.6,1.0,5.8,73.0,1.0,3.0,2.0,1.0,5.0,0.0,3.0,5.5,5.0,5.424,0.6000000000000001,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
9.31,80.9,88.2,0.0,3.5,71.7,7.0,2.0,5.0,1.0,5.0,6.0,2.0,8.2,10.0,7.724,5.200000000000001,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
7.5,71.9,69.6,0.0,1.7,68.7,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.7,10.0,6.9,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0
9.22,76.4,78.5,0.0,8.8,87.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,6.2,1.0,6.588,3.0000000000000004,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.1,86.8,68.6,0.0,0.8,65.1,3.0,1.0,2.0,4.0,4.0,1.0,3.0,7.7,6.0,4.9399999999999995,1.4000000000000001,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
7.61,71.3,76.3,0.0,4.7,76.6,7.0,0.0,5.0,3.0,4.0,6.0,5.0,4.7,5.0,6.444000000000001,5.800000000000001,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.71,66.8,71.4,0.0,5.7,82.3,4.0,2.0,2.0,1.0,3.0,4.0,4.0,5.4,7.0,5.284,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1
7.49,63.4,68.1,0.0,5.0,75.6,7.0,2.0,5.0,3.0,4.0,5.0,1.0,9.0,7.0,6.996,4.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.37,66.6,67.9,0.0,0.3,52.1,8.0,1.0,5.0,4.0,5.0,5.0,6.0,6.7,8.0,7.247999999999999,5.2,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1
9.88,88.6,85.1,0.0,5.2,76.8,5.0,3.0,3.0,2.0,5.0,4.0,6.0,7.5,6.0,7.052000000000001,4.4,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0
9.04,81.0,81.4,1.0,4.4,77.4,8.0,2.0,5.0,4.0,3.0,6.0,3.0,8.5,6.0,7.815999999999999,5.4,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
6.89,51.7,55.8,1.0,3.4,69.1,8.0,2.0,5.0,5.0,3.0,6.0,3.0,7.0,7.0,6.9559999999999995,5.4,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.82,59.0,54.8,1.0,3.8,67.5,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.9,4.0,5.628,5.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.48,63.4,63.8,0.0,3.1,68.1,7.0,2.0,4.0,3.0,3.0,5.0,4.0,6.7,9.0,6.5920000000000005,4.8,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1
10.0,89.9,88.8,0.0,7.4,84.4,6.0,4.0,4.0,4.0,5.0,4.0,1.0,7.9,10.0,8.0,3.4000000000000004,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1
9.2,79.5,86.2,0.0,5.1,72.0,7.0,3.0,5.0,1.0,4.0,5.0,2.0,7.3,7.0,7.98,4.4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
9.35,81.2,79.3,0.0,3.2,71.8,8.0,2.0,5.0,5.0,4.0,6.0,6.0,8.3,7.0,7.9399999999999995,6.000000000000001,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1
8.77,74.9,80.1,1.0,6.2,76.4,4.0,2.0,3.0,1.0,4.0,3.0,2.0,8.1,4.0,6.108,2.8000000000000003,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.43,72.2,68.0,2.0,2.3,63.3,3.0,2.0,2.0,4.0,3.0,4.0,5.0,5.6,6.0,4.9719999999999995,4.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
9.63,77.6,86.8,0.0,3.9,68.8,6.0,4.0,5.0,3.0,4.0,5.0,2.0,8.6,8.0,8.252,4.4,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
7.51,65.2,63.4,1.0,2.2,73.0,6.0,2.0,4.0,4.0,4.0,2.0,2.0,4.3,8.0,6.404,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
9.65,90.9,85.9,0.0,6.1,79.4,6.0,4.0,5.0,3.0,5.0,6.0,3.0,6.0,3.0,8.260000000000002,5.4,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
8.46,80.2,76.9,0.0,3.4,71.3,4.0,4.0,4.0,4.0,4.0,5.0,4.0,8.3,7.0,6.984,4.8,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1
8.75,74.4,78.3,1.0,8.7,89.2,5.0,1.0,3.0,3.0,5.0,3.0,2.0,5.6,6.0,6.0,2.8000000000000003,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
8.66,80.0,73.2,1.0,1.3,62.5,4.0,1.0,3.0,5.0,4.0,2.0,2.0,6.1,7.0,5.764,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
7.23,63.7,61.7,0.0,1.9,53.8,7.0,1.0,4.0,2.0,4.0,3.0,6.0,8.9,10.0,6.192000000000001,3.6000000000000005,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
8.34,83.5,75.5,0.0,3.5,65.9,6.0,2.0,4.0,4.0,5.0,3.0,2.0,7.2,1.0,6.736,2.8000000000000003,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
7.99,69.8,64.9,1.0,4.3,76.7,6.0,2.0,5.0,5.0,4.0,5.0,1.0,8.2,7.0,6.9959999999999996,4.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1
6.93,61.0,66.7,4.0,4.8,73.4,4.0,2.0,3.0,2.0,4.0,3.0,1.0,7.4,8.0,5.372,2.6000000000000005,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0
8.87,78.4,83.3,1.0,5.1,68.7,6.0,2.0,4.0,1.0,5.0,4.0,2.0,7.6,3.0,6.9479999999999995,3.6,2.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1
8.92,83.2,78.7,0.0,3.6,68.9,8.0,2.0,5.0,2.0,4.0,5.0,2.0,6.6,2.0,7.767999999999999,4.4,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1
8.2,67.2,68.5,0.0,6.2,83.5,3.0,2.0,1.0,1.0,3.0,3.0,0.0,7.0,4.0,4.879999999999999,2.4000000000000004,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
8.12,77.7,71.3,0.0,5.4,75.1,3.0,3.0,2.0,5.0,4.0,1.0,1.0,6.6,3.0,5.548,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1
9.58,83.5,90.1,1.0,2.7,67.0,8.0,3.0,5.0,5.0,4.0,4.0,3.0,5.9,10.0,8.332,3.8000000000000003,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
6.16,62.4,53.0,0.0,4.3,64.2,1.0,1.0,1.0,1.0,3.0,2.0,3.0,7.2,5.0,3.3640000000000003,2.2,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
7.81,66.6,70.2,1.0,5.7,81.6,4.0,3.0,3.0,5.0,4.0,1.0,1.0,9.0,5.0,6.024,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
8.61,83.1,72.7,0.0,4.2,73.9,8.0,4.0,5.0,3.0,4.0,4.0,1.0,7.3,10.0,8.244,3.4000000000000004,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
8.31,67.9,74.5,1.0,4.5,66.5,5.0,2.0,4.0,3.0,4.0,3.0,1.0,4.5,10.0,6.524,2.6000000000000005,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
8.43,76.2,80.1,0.0,0.8,62.5,5.0,1.0,3.0,2.0,4.0,3.0,2.0,8.1,7.0,5.872,2.8000000000000003,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
